case_id,model_type,arrival_rate,service_rate,num_servers,timeout,spawn_time,blocking_probability,latency,cpu_usage,ram_usage
99,Markov,20.826292121708292,1.7184606940375118,13,7.668433951503467,3.335742095696096,0.005262149161975896,0.7064686315424081,611.2812548901425,737.5791217397742
0,Simulator,19.63579179817968,2.8787756842565972,8,9.649756414632604,6.620442767005022,0.02956813174661234,0.5170299267066225,339.5297740573957,497.5835687537503
1,Simulator,10.033827098357962,2.742929789651423,7,1.7299608218564109,3.353282064821137,0.031705227077977724,0.8224620544630117,186.08327933505888,347.53672511170345
2,Simulator,26.838836161312422,3.003489273764296,11,1.5311367447598578,4.540533650935111,0.07415439874223997,0.6781680789296375,425.4643548202835,676.5222902132521
3,Simulator,28.74010629579483,3.3150732749195595,6,4.885065731572566,5.854726420628957,0.19355323812994163,0.4123712632037244,354.40972872247374,424.3889092977833
4,Simulator,16.053295244120797,3.514044347873336,15,8.99952520838097,8.086939853222535,7.234244848184204e-05,0.5764198746339741,240.1769090969349,481.56647202862433
5,Simulator,12.077656278928101,1.4710263428621988,11,9.912373312041742,2.624866004463295,0.0015043405054032046,0.797288611143169,417.8108394145745,532.1066096808079
6,Simulator,18.22469237899982,0.8796562809212656,18,8.982280863908366,1.393205544054212,0.0026820412705942454,1.1954006856595538,1043.969512532869,1065.7907170956598
7,Simulator,12.74690876772715,2.9774661561999443,18,9.718699107749591,7.573661108856877,0.0,0.6319501872347625,221.63009590235018,432.46712580546847
8,Simulator,27.799513053868175,0.6374883269260748,20,1.5130993687942116,5.126626910268804,0.27439914779527935,1.8687908133349656,1594.22951049301,1503.1079581552788
9,Simulator,6.857094116586358,1.3853907512413066,20,7.30852898871214,5.161764295295285,0.0,1.1374568802368044,251.3478437458063,398.1279105669849
10,Simulator,13.713352033917396,3.2565849803210316,17,1.6758066437010795,3.2413373287339735,0.0,0.7210342603557088,218.68126965668364,427.06725775656645
11,Simulator,9.246741990223164,1.23354964165573,18,7.846180103032602,4.493939806182113,0.00012649764172253646,1.1024039998272384,379.3199138721603,519.6705146843609
12,Simulator,15.893725374592933,0.9514812084120128,13,2.143618759629932,9.124173015933252,0.1816387278709071,1.7533996989104836,704.2228200511819,889.828478908871
13,Simulator,15.210889397328051,2.2865922262661726,6,3.922904109924642,2.1972260598879108,0.07155414908579466,0.5570442080366155,311.1591896176076,386.31911761496326
14,Simulator,5.425106758216831,2.7121475583414814,13,9.690574939645982,5.860338873900166,0.0,0.7527508772386915,105.16904574838404,244.33442926897771
15,Simulator,7.956891116810398,1.4875242353398062,16,6.799059853221924,6.680653946783617,0.0,1.1789099614383678,277.2264965642804,457.6212915364028
16,Simulator,25.716350922996813,3.951505665418464,3,9.484495517468561,9.14735668270784,0.4022837151359062,0.31934276308523096,197.19720872012408,218.4740968914454
17,Simulator,26.836085355569185,2.8545204494559466,16,2.124938874805309,7.769014195926139,0.029455535726415502,0.8853547873040467,475.2790336957379,903.6516421732674
18,Simulator,9.866763968336336,2.52522634744391,1,7.365044941273148,2.528905933972714,0.6372248771622804,0.4364005464835728,71.55789065081991,73.93835289846871
19,Simulator,11.212379393133036,3.1195433864975497,18,9.482555255009679,7.704063168912218,0.0,0.662720100367359,186.73705126035458,394.5613581158899
20,Simulator,20.11931343337481,1.7583188219573342,20,5.582502803195609,1.6810990350757171,0.0,0.6518268252659601,582.2606453049873,682.7323599646404
21,Simulator,20.333568501761082,2.16411893720865,12,9.301907684468771,2.5281244260177034,0.00169713864064934,0.5445856439048787,476.4425085040638,609.8973808469606
22,Simulator,22.59677162070546,0.41212523731301387,18,9.589514982558413,5.850393905867856,0.38952752428613485,2.5005484418152557,1687.3702859883208,1415.3626304469528
23,Simulator,27.029913810225718,1.3741976735113528,1,1.8758843601085267,4.003668501807094,0.9120073213866112,0.8040703345534607,86.13020978345519,77.1020472520644
24,Simulator,22.026869123332062,0.8334805170198615,13,6.0158904509953794,5.604095434002487,0.21008505191726562,1.3371833001602795,1048.2384723393236,979.3998795223144
25,Simulator,15.861141061474699,2.4691844621686307,17,5.172155237801713,3.4340873346054956,0.0,0.5958792438589637,330.6883907950017,491.2240229170906
26,Simulator,19.266402877095537,2.979710980421326,20,1.7313371278828598,9.173296182032784,0.0067248681822110815,1.2827392271178912,341.8420230307702,903.9748062926557
27,Simulator,22.349961611935168,1.6822988130353884,4,8.045872480767052,7.133353239748369,0.5086959120248625,0.655122458858788,326.7916380286856,304.5835915750898
28,Simulator,7.070697675311156,1.4229384992265484,2,4.722945879190717,1.0885474389120833,0.4179303449425096,0.7506582884503651,143.4305592829551,145.97094882574908
29,Simulator,19.47417911985322,3.671448930666516,3,2.8531468290035553,4.583700788941251,0.3878913976008836,0.4094806887429058,164.91111402762,210.0659038992292
30,Simulator,27.10103935667992,2.4432785701815947,14,7.417207548300017,5.640274324433225,0.006924020741233992,0.5867439829320081,560.9556577094737,771.3191050660238
31,Simulator,11.172725675744747,1.7303496828341918,1,3.192341314113788,2.4242537307355247,0.7662287307812756,0.6639806759473691,76.7912488477642,74.93777765565241
32,Simulator,19.155453642625094,0.5122490626153312,12,4.588233122730305,6.646919869902365,0.4327252094972067,2.106846708570048,1060.4530622831664,929.2109870718265
33,Simulator,9.230310939342264,3.5838222446118535,7,8.975327172287203,5.259873938916909,0.0032062313196268453,0.5182497412350399,134.11034601222067,284.08005929765284
34,Simulator,25.286090996912247,0.5606623284902363,9,7.142709462246932,6.221237730350669,0.6231887902279223,1.8401637094474805,845.5520132630712,708.6008783502884
35,Simulator,10.073198617329929,2.2106507921814913,17,9.706014119871655,3.35051184528935,0.0,0.6137649993113714,234.01702702793088,368.2586976484086
36,Simulator,17.06434840396423,0.260305711641342,11,2.9089676775623357,0.9843348412157218,0.6739153816820017,3.8723868753334023,1069.0864554752247,872.8924754686639
37,Simulator,7.623603926137097,0.6821193201766161,2,8.106962013137863,1.9672393777289416,0.6843436009058329,1.4995987078314965,175.01030405984554,154.48384355572065
38,Simulator,18.738646099844424,1.7130441060630655,14,4.933321655757218,2.4507561277801457,0.0016063540225781982,0.7291245806844563,555.4187710472142,675.1714229678832
39,Simulator,6.593377318800207,0.38249776675201635,13,9.816313389416983,8.67967382018555,0.05312484211589956,3.1531160438653045,821.0403799412659,868.8777942331795
40,Simulator,19.782599580522145,2.6176750936011484,16,2.7731751655812107,8.83410819066611,0.010925037177234014,1.035163687568744,387.75153703933023,801.6513419119983
41,Simulator,10.091972033798994,1.10209800341253,10,6.177527987773086,3.617202577749269,0.013356062361391545,1.153206875409776,458.8421275955446,557.0598974790702
42,Simulator,12.83117604103295,2.181190238616482,16,8.485848313528297,7.87134751007057,0.00011739385638818235,0.8099845661298947,302.02902153120743,518.7071518831362
43,Simulator,24.428439770015853,1.3560451068689932,17,4.825570852742359,1.9138669011527516,0.004158930051866723,0.8367729640912004,903.3967056344032,966.4915179632304
44,Simulator,10.800907255622672,2.2182436233967335,20,2.7101569094761877,5.38806189189449,0.0,1.0456654927633628,254.68163505454936,488.73418877226555
45,Simulator,7.9632442709579685,0.8147267033081367,6,6.589619401294976,8.715676959941117,0.23130271790065604,1.6009505486419051,378.9663431230316,424.84153330235046
46,Simulator,18.353539364851194,3.5621800011476092,4,0.8896359595651226,0.9203875097460464,0.18978115457321507,0.3867416534036831,211.4020571385747,259.9322134024585
47,Simulator,13.527951457434352,1.0102248986594176,4,4.168905675741678,8.750241060519874,0.5547255682801949,1.2167463120808728,300.1688983106455,298.54914380253496
48,Simulator,9.054761104586422,3.6044802220738195,10,1.9811022762125414,7.54192052250539,0.02135355464159812,1.294315689831911,135.18107743997504,441.2421330208985
49,Simulator,9.542305106140562,0.4984575120643895,2,1.900891727265249,9.480704383397185,0.8408176178005871,2.5335783043877336,149.60106110385985,149.3647240980895
50,Simulator,18.106654630632992,1.8001615344579571,10,5.4997535972075395,6.828000298116715,0.050878730568753174,0.8261095745584507,480.63881442123824,639.4929327402748
51,Simulator,23.00944590153387,2.230943748439454,9,2.91228448850896,2.9296581937654933,0.06831466235741998,0.6103378678231436,484.51959768066945,587.2686210953078
52,Simulator,29.126519273270837,0.3413331565059869,20,9.058105515094546,1.318222592715576,0.5456923673171621,2.950222243341994,1954.4743677139095,1590.1582142714433
53,Simulator,6.106880599598364,3.4235079881713926,14,3.4297378806653374,0.7441540613426101,0.0,0.3751973132008162,91.61909116279269,159.28418013930633
54,Simulator,27.123433691356485,3.46202298150441,19,8.879612811953182,4.877037758760096,3.073367427222659e-05,0.41778359838241447,401.9817214679745,611.3722425747785
55,Simulator,23.13812160928293,2.5310989708584897,12,7.017873241434477,8.873011530119024,0.020128946551437835,0.688019330507346,459.44419775920767,709.9958687498281
56,Simulator,7.825386090251616,1.3775903087504269,9,0.6361142388636859,5.040344501776874,0.13193457368945838,2.1039495698543247,257.97881791210665,515.282426450539
57,Simulator,28.21722774354742,3.5736262328770545,12,2.156202800820781,7.301000639072048,0.06981587542007857,0.7070361235388186,379.13765058477765,726.646245913218
58,Simulator,6.917646268606959,1.6336806754859623,6,6.706628204901236,3.4030907275682343,0.016986221476999346,0.8531042302855206,210.49719472209281,311.1777027748588
59,Simulator,14.067026988774884,1.2518403103093358,10,0.8120595378158074,0.8400569660095032,0.03060089898273007,0.9601799546078105,549.9517630126574,567.4360116218488
60,Simulator,7.7325785816731365,2.668210514028017,3,5.682135430017154,0.7236285595569576,0.06525090656417606,0.4136515063616905,136.44200736450884,186.94736404646054
61,Simulator,16.31888053511669,2.1542294507337445,15,5.392542045644678,7.414495249211307,0.0023601050297822777,0.871828428271898,391.1392205029698,649.7011858224834
62,Simulator,23.037484793717855,0.6986413454306462,6,9.11357668645223,9.493639003461789,0.6637732737294388,1.4876304131221818,551.4761107594608,469.89266321488293
63,Simulator,21.283257206172816,2.8221538508576978,10,5.348896960075036,7.985138077831502,0.0374069706601276,0.6607301884777633,374.69921039457734,604.3562240509233
64,Simulator,10.301017433349237,3.6444670619770134,20,7.340015778642726,9.673264780709905,0.0,0.7949529465891972,150.7639887073651,393.95043020969234
65,Simulator,20.907990240817497,2.7986201464119063,14,7.06792198864561,7.364608457232255,0.0023469136097122446,0.6319868032156076,384.1752269777739,636.6383800891033
66,Simulator,12.281724335503707,2.5886610940499777,2,9.989554058017962,1.5160470924248513,0.3963548259762887,0.4050212509954117,143.75875842110204,147.7684603622477
67,Simulator,21.19028947653196,2.5879068396113767,2,4.346099000225523,5.518429996180114,0.6465147737729157,0.47158468798334385,146.8430694097008,148.8546636571999
68,Simulator,11.398839448854293,2.030309124612356,9,4.477373887226223,1.583267872370942,0.0015467452685645911,0.6141078124067337,285.2985194693377,385.0842530014518
69,Simulator,21.845205490654276,3.0004743338152773,9,8.910090058126423,6.754081855717617,0.022228507219678496,0.5088159407387743,364.7195919160291,545.324200339279
70,Simulator,6.216996986826318,1.214344618673124,3,7.549241619288148,0.6345922848697729,0.21511020648651544,0.8561096886631449,204.27435903987913,214.3064648746571
71,Simulator,24.512241288262548,3.943187361324137,19,8.542260762693804,1.9875711197793238,0.0,0.30971238953235447,316.7199018840371,465.3592189912685
72,Simulator,23.248522308605335,0.9307282036966886,8,3.7911866377612418,7.321169548584965,0.4720499116386558,1.2196171192123035,664.7806456373662,611.016534324826
73,Simulator,24.716150547333054,1.0715837442995761,5,5.51791119815411,2.0607882055173707,0.6003924001132701,0.9499761844541246,458.501981810827,391.1585234304
74,Simulator,21.64898123989122,3.638196516347816,18,8.996934129711223,2.575896788006381,0.0,0.34902428240815864,303.17438164974374,457.67750787352236
75,Simulator,19.96029808910619,2.8708785476127665,6,4.608711689903369,3.3972363685447546,0.09569182206114456,0.4653612335342713,319.7986068766181,403.0563512718735
76,Simulator,11.368150458054508,1.8179867417393796,4,0.6825860742293175,5.017765608374625,0.5196074109989568,1.319433229141226,154.61663032013652,263.0434236373277
77,Simulator,25.896120337243815,0.4802929739971987,17,4.075047184390796,1.0986265546076037,0.39996000593460324,2.1037123404379923,1614.4992715062403,1339.7443019289944
78,Simulator,22.519259796558924,2.8407212257492542,7,6.498999102703924,2.0896648761484538,0.04583698962473546,0.41191768254191075,386.62100226163636,464.56381912533914
79,Simulator,17.149215825337976,2.1528201432593326,9,4.891312373728147,7.158451456507709,0.057207614711919146,0.7910128553963411,384.33256991329637,565.8006678190482
80,Simulator,10.78530867486278,3.607271813181774,17,8.30537914228929,6.585571904067995,0.0,0.5988302584181521,157.8114653636778,352.055264044724
81,Simulator,28.144748322115362,0.5324142686831453,11,2.530350823977885,4.942191478542334,0.6135769924954878,1.971575614807817,1014.9233760251366,861.8436857908705
82,Simulator,14.986373503335797,3.918619871863822,2,1.1343029982410686,8.36119491022227,0.7015578816365535,0.809216456154018,59.8377242690032,130.31382975046688
83,Simulator,11.841639945264177,2.777100320877974,9,0.7099492760253193,6.246039385562045,0.18564147330479838,1.5715431406676368,187.74022782351759,528.8947942880048
84,Simulator,26.126912463033527,1.4649275288645405,16,7.312368428000739,2.178788973256202,0.006179814733240125,0.7612758120318027,894.5388142341304,971.5651627660504
85,Simulator,18.447653847379883,3.667570682523859,1,7.635860147116567,4.055767378537247,0.7008629473665227,0.29914266100026804,75.7265494311836,74.95310468861369
86,Simulator,6.356440472728074,1.1827265087764887,3,9.791227936504969,5.314334938269162,0.2910357835175774,1.0009696286382925,191.75309010166472,214.19923665451728
87,Simulator,29.78256079681239,2.5898407842037576,20,2.789421924082452,2.297976062006035,0.0001897289665909611,0.5332774439368928,586.7447982575424,751.4948983863883
88,Simulator,21.261999101237514,0.28147654490276997,14,2.619767988552727,3.8982110636921257,0.6453863884889822,3.654129919484842,1336.6204468289936,1106.155391827419
89,Simulator,14.668253113925449,1.1592110718818045,11,2.103572807548847,7.413470318980621,0.15974361014194632,1.5030522555383916,542.7665641931151,729.1343440845843
90,Simulator,27.480638720068356,3.3289028350194276,12,5.4244249892570116,8.736174201909295,0.02474281606591641,0.5980220649372148,417.970352200581,709.0864588510844
91,Simulator,5.795369205709171,2.1593772815694607,18,3.594704011025455,6.418679616435753,0.0,1.2689073767800993,139.53633246609579,326.47151763528353
92,Simulator,6.23464059776871,0.6159059297599592,20,8.180086471644337,4.8061701135037485,0.0,2.040198947188119,511.02574670164745,612.6612458299267
93,Simulator,11.078707906490196,0.537603503604849,19,5.678976509334388,8.127182707986922,0.01689031108964393,2.483681069611866,1023.1092198430377,1152.939981099097
94,Simulator,22.413776900781457,2.213804217459182,13,9.960128009571164,8.02672984740125,0.00777093669675414,0.6728755032594989,509.5836769685727,730.2392247635913
95,Simulator,14.658686246690639,1.1248367074489152,4,9.646426409926393,7.032426313142312,0.49534395398731,0.9690083868120585,328.80473619649064,304.8768879904637
96,Simulator,20.294843785685828,3.1057492887185196,19,9.11847644060954,3.329671300424135,0.0,0.42856981076178474,332.66865280097574,496.1946258565906
97,Simulator,13.355214251978873,2.042510336754929,20,7.572624698237622,9.551645968107335,8.769292443375426e-05,0.9594660379202288,337.349384941235,601.1040361077667
98,Simulator,18.245944777515255,3.2642702428757984,17,2.3595474163139682,9.267203053208409,0.008057885216247328,1.1230801100000116,296.40773570593944,775.7433603082341
99,Simulator,20.826292121708292,1.7184606940375118,13,7.668433951503467,3.335742095696096,0.00556778660540506,0.7105438679391932,615.2845452532766,742.1716468861509
