lambda,theta,repetition,profile_name,profile_color,profile_marker,profile_line,service_rate,spawn_rate,max_queue,ram_warm,cpu_warm,ram_demand,cpu_demand,blocking_ratios,latency,ram_usage_per_request,cpu_usage_per_request,power_usage_per_request,,,,,
8,5.055454545,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.112802339,4.963462857,80.58752296,53.0587523,123.8351336,,,,,
8,5.156363636,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.113585248,4.970848229,80.64989013,53.06498901,123.9079448,,,,,
8,5.257272727,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.114356215,4.978111675,80.71136303,53.0711363,123.9797667,,,,,
8,5.358181818,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.115115554,4.985256811,80.77196283,53.07719628,124.0506231,,,,,
8,5.459090909,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.115863566,4.992287086,80.83170999,53.083171,124.120537,,,,,
8,5.56,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.116600541,4.99920579,80.89062426,53.08906243,124.1895305,,,,,
8,5.660909091,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.117326753,5.00601607,80.94872476,53.09487248,124.2576248,,,,,
8,5.761818182,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.118042471,5.012720932,81.00602994,53.10060299,124.3248403,,,,,
8,5.862727273,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.11874795,5.019323254,81.06255769,53.10625577,124.3911967,,,,,
8,5.963636364,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.119443437,5.025825794,81.1183253,53.11183253,132.9740534,,,,,
8,6.064545455,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.120129169,5.032231192,81.17334948,53.11733495,133.0453859,,,,,
8,6.165454545,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.120805375,5.038541984,81.22764645,53.12276465,133.1158322,,,,,
8,6.266363636,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.121472275,5.044760601,81.2812319,53.12812319,133.1854112,,,,,
8,6.367272727,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.122130082,5.05088938,81.33412104,53.1334121,133.2541409,,,,,
8,6.468181818,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.122779001,5.056930566,81.38632858,53.13863286,133.3220389,,,,,
8,6.569090909,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.123419232,5.062886319,81.43786883,53.14378688,133.3891224,,,,,
8,6.67,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.124050964,5.068758717,81.48875563,53.14887556,133.4554077,,,,,
8,6.770909091,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.124674385,5.074549762,81.53900241,53.15390024,133.5209108,,,,,
8,6.871818182,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.125289673,5.08026138,81.58862221,53.15886222,133.5856472,,,,,
8,6.972727273,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.125897,5.085895431,81.6376277,53.16376277,133.6496318,,,,,
8,7.073636364,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.126496537,5.091453707,81.68603115,53.16860311,133.7128792,,,,,
8,7.174545455,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.127088444,5.096937938,81.7338445,53.17338445,133.7754034,,,,,
8,7.275454545,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.127672879,5.102349794,81.78107933,53.17810793,133.8372182,,,,,
8,7.376363636,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.128249996,5.107690888,81.82774692,53.18277469,133.8983368,,,,,
8,7.477272727,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.128819943,5.112962778,81.87385821,53.18738582,133.9587722,,,,,
8,7.578181818,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.129382862,5.118166973,81.91942385,53.19194239,134.0185369,,,,,
8,7.679090909,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.129938894,5.12330493,81.9644542,53.19644542,134.077643,,,,,
8,7.78,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.130488175,5.128378061,82.00895931,53.20089593,134.1361025,,,,,
8,7.880909091,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.131030834,5.13338773,82.05294899,53.2052949,134.1939268,,,,,
8,7.981818182,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.131567001,5.138335261,82.09643279,53.20964328,134.2511273,,,,,
8,8.082727273,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.132096799,5.143221936,82.13941998,53.213942,134.3077148,,,,,
8,8.183636364,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.13262035,5.148048998,82.1819196,53.21819196,134.3636999,,,,,
8,8.284545455,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.13313777,5.152817649,82.22394047,53.22239405,134.4190931,,,,,
8,8.385454545,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.133649173,5.157529061,82.26549115,53.22654912,134.4739045,,,,,
8,8.486363636,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.134154671,5.162184365,82.30658002,53.230658,134.5281438,,,,,
8,8.587272727,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.134654372,5.166784663,82.34721521,53.23472152,134.5818207,,,,,
8,8.688181818,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.135148381,5.171331023,82.38740467,53.23874047,134.6349446,,,,,
8,8.789090909,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.135636801,5.175824483,82.42715616,53.24271562,134.6875246,,,,,
8,8.89,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.136119731,5.180266053,82.46647721,53.24664772,134.7395695,,,,,
8,8.990909091,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.136597269,5.184656712,82.5053752,53.25053752,134.7910881,,,,,
8,9.091818182,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.137069509,5.188997413,82.54385732,53.25438573,134.8420889,,,,,
8,9.192727273,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.137536545,5.193289084,82.58193059,53.25819306,134.8925801,,,,,
8,9.293636364,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.137998465,5.197532625,82.61960185,53.26196018,134.9425698,,,,,
8,9.394545455,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.138455359,5.201728915,82.65687779,53.26568778,134.992066,,,,,
8,9.495454545,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.138907311,5.205878807,82.69376494,53.26937649,135.0410764,,,,,
8,9.596363636,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.139354406,5.209983133,82.73026968,53.27302697,135.0896085,,,,,
8,9.697272727,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.139796725,5.214042703,82.76639824,53.27663982,135.1376697,,,,,
8,9.798181818,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.140234348,5.218058306,82.8021567,53.28021567,135.1852672,,,,,
8,9.899090909,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.140667352,5.22203071,82.837551,53.2837551,135.2324081,,,,,
8,10,1,λ = 8,#0eff7a,o,-.,0.25,0.5,40,10,1,17.5,13,0.141095814,5.225960664,82.87258697,53.2872587,135.2790992,,,,,
16,0.01,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.397342624,4.002893683,71.47577856,52.14757786,109.1572307,,,,,
16,0.110909091,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.401159798,4.03043666,71.67651112,52.16765111,109.5719322,,,,,
16,0.211818182,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.404596302,4.055515087,71.86559283,52.18655928,109.9503808,,,,,
16,0.312727273,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.407737839,4.078679031,72.04473994,52.20447399,110.3005821,,,,,
16,0.413636364,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.410641502,4.100294394,72.21529375,52.22152937,110.6278812,,,,,
16,0.514545455,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.413347795,4.12062066,72.3783155,52.23783155,110.9360787,,,,,
16,0.615454545,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.415886774,4.139850405,72.53465949,52.25346595,111.228001,,,,,
16,0.716363636,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.418281504,4.15813152,72.68502504,52.2685025,111.5058223,,,,,
16,0.817272727,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.420550173,4.175580674,72.82999329,52.28299933,111.7712602,,,,,
16,0.918181818,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.422707425,4.192291929,72.97005356,52.29700536,112.0257014,,,,,
16,1.019090909,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.424765274,4.208342494,73.10562272,52.31056227,112.2702852,,,,,
16,1.12,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.426733717,4.223796707,73.23705952,52.32370595,112.5059622,,,,,
16,1.220909091,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.428621185,4.238708886,73.36467551,52.33646755,112.7335355,,,,,
16,1.321818182,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.430434868,4.253125398,73.48874345,52.34887435,112.9536915,,,,,
16,1.422727273,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.432180956,4.267086218,73.60950384,52.36095038,113.1670222,,,,,
16,1.523636364,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.433864825,4.280626104,73.72717009,52.37271701,113.3740429,,,,,
16,1.624545455,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.43549118,4.293775514,73.84193272,52.38419327,113.5752055,,,,,
16,1.725454545,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.437064167,4.306561324,73.9539627,52.39539627,113.770909,,,,,
16,1.826363636,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.43858746,4.31900739,74.06341419,52.40634142,113.9615078,,,,,
16,1.927272727,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.440064339,4.331135013,74.17042681,52.41704268,114.1473186,,,,,
16,2.028181818,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.441497738,4.342963306,74.27512754,52.42751275,114.3286256,,,,,
16,2.129090909,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.442890303,4.354509502,74.37763227,52.43776323,114.5056854,,,,,
16,2.23,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.444244423,4.365789201,74.47804717,52.44780472,114.6787304,,,,,
16,2.330909091,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.445562269,4.376816587,74.57646978,52.45764698,114.8479718,,,,,
16,2.431818182,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.446845818,4.387604599,74.67299002,52.467299,115.0136026,,,,,
16,2.532727273,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.448096877,4.39816508,74.76769097,52.4767691,115.1757995,,,,,
16,2.633636364,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.449317102,4.408508907,74.86064964,52.48606496,115.3347248,,,,,
16,2.734545455,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.450508017,4.418646097,74.95193755,52.49519375,115.4905282,,,,,
16,2.835454545,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.451671029,4.428585902,75.04162127,52.50416213,115.6433477,,,,,
16,2.936363636,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.452807434,4.438336887,75.12976295,52.51297629,115.7933115,,,,,
16,3.037272727,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.453918439,4.447907001,75.21642066,52.52164207,115.9405385,,,,,
16,3.138181818,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.455005159,4.45730364,75.3016488,52.53016488,116.0851392,,,,,
16,3.239090909,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.456068637,4.466533698,75.38549845,52.53854985,116.2272169,,,,,
16,3.34,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.457109843,4.475603613,75.46801759,52.54680176,116.3668681,,,,,
16,3.440909091,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.458129683,4.484519413,75.5492514,52.55492514,116.5041829,,,,,
16,3.541818182,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.459129006,4.493286748,75.62924251,52.56292425,116.6392461,,,,,
16,3.642727273,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.460108609,4.501910924,75.70803115,52.57080311,116.7721373,,,,,
16,3.743636364,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.461069239,4.510396933,75.78565537,52.57856554,116.9029313,,,,,
16,3.844545455,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.4620116,4.518749478,75.86215123,52.58621512,117.0316987,,,,,
16,3.945454545,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.462936352,4.526972996,75.93755288,52.59375529,117.1585061,,,,,
16,4.046363636,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.463844122,4.53507168,76.01189277,52.60118928,117.2834165,,,,,
16,4.147272727,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.4647355,4.543049497,76.08520173,52.60852017,117.4064895,,,,,
16,4.248181818,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.465611043,4.550910205,76.1575091,52.61575091,117.5277816,,,,,
16,4.349090909,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.46647128,4.558657368,76.22884281,52.62288428,117.6473462,,,,,
16,4.45,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.467316711,4.56629437,76.29922951,52.62992295,117.7652345,,,,,
16,4.550909091,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.468147813,4.573824429,76.36869462,52.63686946,117.8814947,,,,,
16,4.651818182,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.468965037,4.581250607,76.43726244,52.64372624,117.9961729,,,,,
16,4.752727273,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.469768813,4.588575821,76.50495619,52.65049562,118.1093131,,,,,
16,4.853636364,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.470559548,4.595802853,76.5717981,52.65717981,118.2209572,,,,,
16,4.954545455,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.471337634,4.602934358,76.63780945,52.66378094,118.3311451,,,,,
16,5.055454545,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.472103441,4.609972873,76.70301066,52.67030107,118.4399151,,,,,
16,5.156363636,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.472857325,4.616920822,76.76742129,52.67674213,118.5473038,,,,,
16,5.257272727,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.473599623,4.623780529,76.83106015,52.68310602,118.6533462,,,,,
16,5.358181818,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.47433066,4.630554215,76.8939453,52.68939453,118.7580758,,,,,
16,5.459090909,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.475050746,4.637244012,76.95609408,52.69560941,118.8615247,,,,,
16,5.56,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.475760177,4.643851964,77.01752321,52.70175232,118.9637239,,,,,
16,5.660909091,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.476459238,4.650380035,77.07824875,52.70782488,119.064703,,,,,
16,5.761818182,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.477148202,4.65683011,77.1382862,52.71382862,119.1644904,,,,,
16,5.862727273,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.47782733,4.663204,77.19765049,52.71976505,119.2631136,,,,,
16,5.963636364,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.478496874,4.669503451,77.256356,52.7256356,119.3605988,,,,,
16,6.064545455,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.479157075,4.67573014,77.31441664,52.73144166,119.4569715,,,,,
16,6.165454545,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.479808165,4.681885684,77.37184582,52.73718458,119.5522562,,,,,
16,6.266363636,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.480450367,4.687971641,77.4286565,52.74286565,119.6464763,,,,,
16,6.367272727,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.481083897,4.693989513,77.48486119,52.74848612,119.7396546,,,,,
16,6.468181818,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.48170896,4.69994075,77.54047203,52.7540472,119.8318131,,,,,
16,6.569090909,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.482325758,4.705826751,77.59550072,52.75955007,119.9229729,,,,,
16,6.67,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.482934481,4.711648868,77.6499586,52.76499586,120.0131545,,,,,
16,6.770909091,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.483535316,4.717408408,77.70385667,52.77038567,120.1023777,,,,,
16,6.871818182,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.484128442,4.723106633,77.75720557,52.77572056,120.1906616,,,,,
16,6.972727273,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.484714031,4.728744765,77.81001561,52.78100156,120.2780248,,,,,
16,7.073636364,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.48529225,4.734323987,77.8622968,52.78622968,120.3644851,,,,,
16,7.174545455,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.48586326,4.739845444,77.91405884,52.79140588,120.45006,,,,,
16,7.275454545,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.486427218,4.745310244,77.96531115,52.79653112,120.5347662,,,,,
16,7.376363636,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.486984274,4.750719462,78.01606288,52.80160629,120.6186201,,,,,
16,7.477272727,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.487534575,4.756074141,78.0663229,52.80663229,120.7016375,,,,,
16,7.578181818,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.488078262,4.761375291,78.11609985,52.81160999,120.7838336,,,,,
16,7.679090909,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.488615471,4.766623893,78.16540211,52.81654021,120.8652235,,,,,
16,7.78,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.489146335,4.771820898,78.21423784,52.82142378,120.9458215,,,,,
16,7.880909091,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.489670984,4.776967232,78.26261496,52.8262615,121.0256416,,,,,
16,7.981818182,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.49018954,4.782063791,78.3105412,52.83105412,121.1046977,,,,,
16,8.082727273,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.490702126,4.787111449,78.35802406,52.83580241,121.1830028,,,,,
16,8.183636364,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.491208859,4.792111053,78.40507085,52.84050709,121.2605698,,,,,
16,8.284545455,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.491709852,4.797063429,78.45168871,52.84516887,121.3374114,,,,,
16,8.385454545,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.492205216,4.801969379,78.49788455,52.84978845,121.4135398,,,,,
16,8.486363636,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.492695058,4.806829683,78.54366515,52.85436651,121.4889667,,,,,
16,8.587272727,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.493179482,4.811645101,78.58903709,52.85890371,121.5637037,,,,,
16,8.688181818,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.493658591,4.816416374,78.63400679,52.86340068,121.6377622,,,,,
16,8.789090909,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.494132482,4.821144221,78.67858052,52.86785805,121.711153,,,,,
16,8.89,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.494601251,4.825829346,78.7227644,52.87227644,121.783887,,,,,
16,8.990909091,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.495064991,4.830472431,78.76656439,52.87665644,121.8559744,,,,,
16,9.091818182,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.495523794,4.835074145,78.80998631,52.88099863,121.9274254,,,,,
16,9.192727273,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.495977746,4.839635138,78.85303584,52.88530358,121.99825,,,,,
16,9.293636364,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.496426935,4.844156044,78.89571853,52.88957185,122.0684578,,,,,
16,9.394545455,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.496871443,4.848637481,78.93803981,52.89380398,122.1380582,,,,,
16,9.495454545,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.497311353,4.853080054,78.98000498,52.8980005,122.2070605,,,,,
16,9.596363636,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.497746744,4.857484353,79.0216192,52.90216192,122.2754736,,,,,
16,9.697272727,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.498177692,4.861850952,79.06288753,52.90628875,122.3433063,,,,,
16,9.798181818,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.498604274,4.866180415,79.10381494,52.91038149,122.4105672,,,,,
16,9.899090909,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.499026563,4.870473289,79.14440624,52.91444062,122.4772647,,,,,
16,10,1,λ = 16,#0eff7a,>,:,0.25,0.5,40,10,1,17.5,13,0.49944463,4.874730112,79.18466618,52.91846662,122.5434069,,,,,
