lambda,theta,profile_name,profile_color,profile_marker,service_rate,spawn_rate,max_queue,ram_warm,cpu_warm,ram_demand,cpu_demand,blocking_ratios,latency,ram_usage_per_request,cpu_usage_per_request
1.0,0.01,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,2.133369501848747,79.03961096658904,53.58887928024739
1.0,0.02,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,2.2614819559745865,77.34501380641451,56.444460564637204
1.0,0.03,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,2.338900044295568,72.11664525074808,54.225821202095624
1.0,0.04,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,2.4031502865845757,71.13225934816997,53.21789579996058
1.0,0.05,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,2.4727453319703097,68.74402358367263,53.29954733220421
1.0,0.060000000000000005,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,2.5227856750860935,69.3010267836921,53.209773312927666
1.0,0.06999999999999999,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,2.5800723696151895,67.50954225502258,52.85397587068881
1.0,0.08,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,2.6990397633061316,67.17914342334284,52.57208447969885
1.0,0.09,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,2.706768719415548,67.30786928650464,52.71911170639588
1.0,0.09999999999999999,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,2.8637890423032997,68.93148172725745,54.28941617249629
1.0,0.11,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,2.8387359040347317,66.7372462691596,52.88944450883458
1.0,0.12,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,2.9691162438726693,67.552509993968,53.56292523401433
1.0,0.13,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,2.9250434209107654,66.39260727498888,53.331239392872284
1.0,0.14,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,2.9917881768201946,67.22833225255671,53.56010311994169
1.0,0.15000000000000002,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,2.930588688548243,65.00973273484786,52.221993844104595
1.0,0.16,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.0584319017780577,65.79484528498584,52.76647064813042
1.0,0.17,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.0305293882271083,65.10741920866091,51.898157884434085
1.0,0.18000000000000002,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.085764794350147,66.31369489900761,54.15354743880939
1.0,0.19,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.056238599465058,64.89078053237075,52.56712557950642
1.0,0.2,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.1336912069378546,64.79678178760057,51.715443384577476
1.0,0.21000000000000002,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.2159848819398134,67.18584266675694,53.98139788426438
1.0,0.22,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.2708933561835773,67.00333122550957,53.34497325712059
1.0,0.23,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.2038122959734214,65.85396655548031,52.71035839836777
1.0,0.24000000000000002,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.157366958017616,65.56018014402315,52.74570256643653
1.0,0.25,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.2528095378910713,64.7419195450192,51.71274952793675
1.0,0.26,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.3530490908728874,66.23978330260086,52.35056213942677
1.0,0.27,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.397350145730524,68.33189117986898,54.89578149362672
1.0,0.28,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.4194704777057816,66.71681303468046,53.75868144892062
1.0,0.29000000000000004,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.3934768100476935,65.90648651308133,52.837206150478785
1.0,0.3,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.3721848055214236,65.22697845569498,52.43979030841178
1.0,0.31,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.3433868561299445,64.70706924362464,51.72019217529368
1.0,0.32,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.4515732387953513,65.63822562755202,51.831338550186246
1.0,0.33,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.3915343212556373,65.19851304907621,52.00190551739611
1.0,0.34,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.408071246601126,65.09171502913044,52.21797398798865
1.0,0.35000000000000003,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.4720417529117635,64.42317784736186,51.32739890068083
1.0,0.36000000000000004,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.492354005352676,67.04267178850743,53.89584772023473
1.0,0.37,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.5645010483758797,66.66666576113622,53.35310534069919
1.0,0.38,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.5644333534308146,65.49707466985454,51.6153617839488
1.0,0.39,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.6058648964620295,66.48832934247949,52.80300702687885
1.0,0.4,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.5780794014869426,65.4229208345898,52.17372491875038
1.0,0.41000000000000003,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.7213268958315497,66.13227636182228,52.001353366581306
1.0,0.42000000000000004,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.609779312692676,65.11503659874732,51.42282509081677
1.0,0.43,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.6405541000926185,66.10230730583048,52.474375813031735
1.0,0.44,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.7431210505676,65.58136967758558,52.1142845585496
1.0,0.45,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.636873221864111,64.55262298072901,50.69034626811988
1.0,0.46,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.7301918189579024,67.02243822204109,53.155105446902624
1.0,0.47000000000000003,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.7179582506885684,66.60920948714892,52.30175926791967
1.0,0.48000000000000004,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.759104016709844,68.09627865429918,53.73964062465781
1.0,0.49,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.750488631207955,66.08321639491284,52.137774808867846
1.0,0.5,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.822463199893296,67.51373035100237,53.516524614367135
1.0,0.51,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.805501992544372,66.68002141353786,52.13261503975708
1.0,0.52,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.836143656675965,65.84705044963897,51.83390811841455
1.0,0.53,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.7762569878203034,64.98169430654575,50.884995271829915
1.0,0.54,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.770980614827921,66.40204950793888,52.57212378221785
1.0,0.55,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.7692500233709074,65.8202595112782,52.17347499498642
1.0,0.56,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.9275487365652593,66.93229043312176,52.49269079061138
1.0,0.5700000000000001,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.864486910748738,66.10906569449676,52.42310189125095
1.0,0.5800000000000001,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.821017167307177,64.17503194216759,49.97449206491736
1.0,0.59,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.9856144699527345,67.33029530868322,52.50711591826922
1.0,0.6,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.9131177364513747,64.48473404463451,49.99278845876838
1.0,0.61,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.7920654137810814,65.60407134381258,51.71692062503451
1.0,0.62,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.984735399055804,67.83692429057592,53.02853551225336
1.0,0.63,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.9287659266867294,68.14319239180026,53.13289222693375
1.0,0.64,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.9736815204426548,68.77311421799779,53.74465243501001
1.0,0.65,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.974351300934263,67.89813364196284,53.36005369800243
1.0,0.66,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.9262932356523885,67.49670692238098,53.153984457251404
1.0,0.67,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.9523078555959352,66.29722982898187,51.91626149476214
1.0,0.68,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.111893859364577,68.28970937572022,52.8587919506202
1.0,0.6900000000000001,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.010670054935862,66.7573296284069,51.80817667803636
1.0,0.7000000000000001,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.9971167171544097,69.29794282946177,54.16726304472814
1.0,0.7100000000000001,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.00973487111873,66.53741274009536,51.571837045583926
1.0,0.72,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.104459854504502,68.95920112378185,54.357414747113616
1.0,0.73,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.112752002409704,66.79530278024812,51.51005850956347
1.0,0.74,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.075890713519312,67.04590007991867,51.92319753875472
1.0,0.75,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.03711624130192,66.29373283585001,52.14667281367973
1.0,0.76,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.1274150278800885,68.36825497845915,53.15903311576137
1.0,0.77,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.097304526681201,69.16439093968924,53.91025429427432
1.0,0.78,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.9936782969501516,67.27633422956877,52.83953657916204
1.0,0.79,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.161606842395821,70.14172481300011,54.366468631735366
1.0,0.8,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.1769722546951,67.58218177659944,51.949380104473356
1.0,0.81,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.068986740161164,68.21682937086436,52.91168281628066
1.0,0.8200000000000001,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.224825784751253,68.7876284940292,53.17323253328368
1.0,0.8300000000000001,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.195048269244342,69.33441908013813,53.92124951943618
1.0,0.8400000000000001,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.144698544158647,67.22020421682377,51.73549495505021
1.0,0.85,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.1672464154215,67.61516085637786,52.61513628441689
1.0,0.86,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.2438001229988185,69.22766115888795,53.02401470293435
1.0,0.87,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.283568512237366,70.25984993374793,54.20604596917848
1.0,0.88,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.263208123819885,69.67367227164236,53.28370047183576
1.0,0.89,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.195815243789607,67.11078257422506,51.92274119065535
1.0,0.9,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.26165364153973,66.85181078443716,51.359507249814406
1.0,0.91,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.16660899134038,66.95470978850419,52.002144629645414
1.0,0.92,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.21597005333147,65.24685287249015,50.51864735057573
1.0,0.93,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.354416684501755,71.24359402692389,54.70220889068271
1.0,0.9400000000000001,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.172079933376674,67.40020663826068,52.04763706162953
1.0,0.9500000000000001,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.272789413142664,67.8962472210893,52.23789664659685
1.0,0.9600000000000001,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.1765388872008185,67.83389854162539,53.428687921173555
1.0,0.97,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.323722120377735,67.44615958899725,50.918807233372895
1.0,0.98,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.335048591127271,69.81180383458887,53.519340208984886
1.0,0.99,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.294457357243879,66.55480101326953,50.8674520607037
1.0,1.0,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.405435905449701,69.81998129031187,53.80501042007634
